date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Big_chances_home,Big_chances_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Yellow_cards_home,Yellow_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Shots_inside_the_box_home,Shots_inside_the_box_away,Shots_outside_the_box_home,Shots_outside_the_box_away,Hit_the_woodwork_home,Hit_the_woodwork_away,Touches_in_opposition_box_home,Touches_in_opposition_box_away,Offsides_home,Offsides_away,Free_kicks_home,Free_kicks_away,Passes_in_final_third_home,Passes_in_final_third_away,Crosses_home,Crosses_away,Throw_ins_home,Throw_ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Goalkeeper_saves_home,Goalkeeper_saves_away,xG_on_target_(xGOT)_home,xG_on_target_(xGOT)_away,Accurate_through_passes_home,Accurate_through_passes_away,Long_passes_home,Long_passes_away,Expected_assists_(xA)_home,Expected_assists_(xA)_away,Duels_won_home,Duels_won_away,Errors_leading_to_shot_home,Errors_leading_to_shot_away,Errors_leading_to_goal_home,Errors_leading_to_goal_away,xGOT_faced_home,xGOT_faced_away,Goals_prevented_home,Goals_prevented_away,Red_cards_home,Red_cards_away,Headed_goals_home,Headed_goals_away
12.05.2025,00:00,Torino,Inter,0:2,https://www.flashscore.co.uk/match/football/foWUgRxA/#/match-summary,1.59,2.36,42%,58%,17,12,3,7,2,4,9,3,"84%,(306/365)","89%,(480/542)",1,3,6,5,8,0,16,9,1,3,0,0,37,26,1,2,6,14,"75%,(124/165)","72%,(63/88)","36%,(12/33)","30%,(3/10)",12,13,14,6,"57%,(4/7)","57%,(8/14)",14,32,5,9,5,3,0.54,2.13,0,3,"41%,(14/34)","56%,(31/55)",1.36,0.91,31,40,0,0,0,0,2.13,0.54,0.13,0.54,,,,
06.10.2024,18:30,Juventus,Cagliari,1:1,https://www.flashscore.co.uk/match/football/x8OGzlAO/#/match-summary,3.18,1.55,74%,26%,21,10,9,3,,,8,3,"87%,(652/752)","73%,(189/259)",5,2,7,4,5,3,,,,,,,,,1,1,12,14,,,,,14,14,13,10,,,,,,,2,8,,,,,,,,,,,,,,,,,,,1,0,,
30.10.2024,03:45,AC Milan,Napoli,0:2,https://www.flashscore.co.uk/match/football/WIDwXGr3/#/match-summary,0.65,1.14,61%,39%,13,9,5,4,,,5,1,"89%,(499/558)","86%,(307/358)",0,1,6,4,2,1,,,,,,,,,3,2,6,14,,,,,17,17,14,6,,,,,6,10,2,5,,,,,,,,,,,,,,,,,,,,,,
02.03.2025,03:45,Udinese,Parma,1:0,https://www.flashscore.co.uk/match/football/rLXdwBHk/#/match-summary,2.36,0.78,43%,57%,20,9,6,4,2,1,7,7,"87%,(343/394)","88%,(475/539)",1,1,9,3,5,2,12,6,8,3,0,0,20,11,3,1,7,15,"74%,(73/99)","74%,(64/87)","28%,(7/25)","31%,(4/13)",15,12,15,7,"80%,(12/15)","45%,(5/11)",22,18,5,2,4,5,,,,,,,,,,,,,,,,,,,,,,
28.09.2024,21:00,Udinese,Inter,2:3,https://www.flashscore.co.uk/match/football/pIgDNCf3/#/match-summary,0.88,2.89,40%,60%,10,16,3,7,,,7,3,"79%,(327/416)","83%,(539/648)",1,0,2,6,5,3,,,,,,,,,0,3,10,15,,,,,17,10,13,6,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,
04.11.2024,03:45,Inter,Venezia,1:0,https://www.flashscore.co.uk/match/football/v5hMsYdL/#/match-summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.11.2024,22:00,Torino,Fiorentina,0:1,https://www.flashscore.co.uk/match/football/b7pTwPem/#/match-summary,0.60,0.63,52%,48%,9,8,1,3,,,1,3,"83%,(432/521)","82%,(379/461)",2,1,7,3,1,2,,,,,,,,,3,2,12,16,,,,,20,8,16,12,,,,,5,7,2,1,,,,,,,,,,,,,,,,,,,,,,
16.02.2025,03:45,AC Milan,Verona,1:0,https://www.flashscore.co.uk/match/football/M7pmmhpL/#/match-summary,2.09,0.37,74%,26%,18,7,3,2,2,0,10,7,"88%,(466/532)","67%,(122/183)",3,4,8,3,7,2,9,4,9,3,0,0,27,8,3,2,18,11,"78%,(132/170)","63%,(42/67)","13%,(3/23)","7%,(1/14)",18,16,11,18,"56%,(5/9)","50%,(6/12)",17,32,5,10,2,2,,,,,,,,,,,,,,,,,,,,,1,0
11.01.2025,03:45,Lazio,Como,1:1,https://www.flashscore.co.uk/match/football/4tuOUFgD/#/match-summary,0.47,1.77,36%,64%,12,17,4,4,1,2,7,7,"74%,(203/273)","85%,(406/475)",4,3,3,12,5,1,8,12,4,5,0,1,30,22,1,0,15,14,"57%,(43/76)","78%,(98/125)","18%,(2/11)","35%,(9/26)",15,16,14,15,"62%,(8/13)","67%,(12/18)",20,19,17,6,3,3,,,,,,,,,,,,,,,,,,,1,0,0,1
28.09.2024,02:45,AC Milan,Lecce,3:0,https://www.flashscore.co.uk/match/football/CCDxBZAc/#/match-summary,2.09,1.14,57%,43%,15,16,6,7,,,4,7,"92%,(458/497)","89%,(328/368)",1,1,7,6,2,3,,,,,,,,,0,4,13,7,,,,,14,10,5,8,,,,,,,7,3,,,,,,,,,,,,,,,,,,,1,0,,
01.04.2025,02:45,Lazio,Torino,1:1,https://www.flashscore.co.uk/match/football/0hCVTO0c/#/match-summary,1.10,0.39,59%,41%,16,7,6,2,3,1,5,3,"86%,(404/470)","80%,(266/331)",3,4,7,1,3,4,11,6,5,1,0,0,31,16,0,1,20,9,"70%,(86/122)","52%,(40/77)","18%,(4/22)","42%,(5/12)",16,18,9,20,"69%,(11/16)","62%,(8/13)",26,29,15,8,1,5,1.66,0.51,0,0,"53%,(31/59)","39%,(15/38)",0.88,0.50,49,42,1,1,0,0,0.51,1.66,-0.49,0.66,,,,
15.03.2025,22:00,Monza,Parma,1:1,https://www.flashscore.co.uk/match/football/nBu60dLU/#/match-summary,0.85,0.61,45%,55%,12,14,4,6,1,0,6,3,"84%,(329/391)","88%,(442/505)",0,3,6,5,2,3,9,7,3,7,0,0,19,18,2,0,16,14,"64%,(43/67)","71%,(81/114)","48%,(11/23)","19%,(3/16)",17,15,14,16,"41%,(9/22)","69%,(9/13)",26,19,7,3,5,3,,,,,,,,,,,,,,,,,,,,,,
15.03.2025,22:00,Udinese,Verona,0:1,https://www.flashscore.co.uk/match/football/6VQM0QWA/#/match-summary,0.35,0.22,64%,36%,11,7,3,2,0,1,2,1,"85%,(445/524)","68%,(198/290)",5,2,7,2,1,3,3,2,8,5,0,0,21,8,3,3,16,21,"68%,(80/118)","48%,(39/82)","56%,(5/9)","43%,(6/14)",22,13,21,16,"71%,(10/14)","67%,(14/21)",23,29,7,9,1,3,,,,,,,,,,,,,,,,,,,,,,
27.10.2024,02:45,Atalanta,Verona,6:1,https://www.flashscore.co.uk/match/football/OMVUWl2K/#/match-summary,2.65,0.28,69%,31%,19,4,10,2,,,4,2,"91%,(714/785)","77%,(270/349)",0,1,6,2,3,0,,,,,,,,,1,2,15,3,,,,,11,12,3,15,,,,,6,10,1,4,,,,,,,,,,,,,,,,,,,,,,
03.02.2025,01:00,AC Milan,Inter,1:1,https://www.flashscore.co.uk/match/football/SGeaw2b6/#/match-summary,0.60,1.34,38%,62%,10,16,4,6,1,2,8,11,"84%,(303/361)","91%,(541/593)",0,2,1,7,5,3,5,12,5,4,0,3,18,42,2,5,9,5,"74%,(70/94)","82%,(128/156)","27%,(3/11)","45%,(14/31)",8,16,5,9,"80%,(16/20)","63%,(5/8)",15,15,14,6,5,3,,,,,,,,,,,,,,,,,,,,,,
11.05.2025,00:00,Lazio,Juventus,1:1,https://www.flashscore.co.uk/match/football/jap5w6hT/#/match-summary,1.72,0.79,57%,43%,19,8,6,3,1,2,3,3,"86%,(379/439)","83%,(286/344)",5,4,7,3,6,2,14,6,5,2,1,0,29,15,1,1,10,14,"80%,(135/169)","72%,(71/98)","24%,(9/37)","30%,(3/10)",24,17,14,10,"67%,(10/15)","58%,(7/12)",4,30,11,9,2,5,1.67,0.72,0,0,"56%,(35/63)","43%,(16/37)",0.60,0.37,39,43,0,0,0,0,0.72,1.67,-0.28,0.67,0,1,0,1
02.02.2025,03:45,Bologna,Como,2:0,https://www.flashscore.co.uk/match/football/WQmSvfID/#/match-summary,1.40,0.54,50%,50%,15,8,4,1,3,0,4,2,"86%,(340/395)","82%,(321/392)",3,4,6,5,5,2,7,6,8,2,2,0,15,23,3,3,18,16,"77%,(75/98)","56%,(35/62)","32%,(6/19)","14%,(1/7)",22,30,16,18,"62%,(18/29)","45%,(10/22)",14,14,15,7,1,2,,,,,,,,,,,,,,,,,,,0,1,1,0
15.12.2024,22:00,Bologna,Fiorentina,1:0,https://www.flashscore.co.uk/match/football/pMoUt7UH/#/match-summary,0.96,0.70,51%,49%,16,10,6,4,5,2,1,3,"78%,(278/356)","69%,(236/340)",2,2,6,2,4,4,6,6,10,4,1,0,19,24,2,2,10,16,"68%,(71/105)","62%,(48/77)","22%,(2/9)","21%,(3/14)",16,28,16,10,"59%,(10/17)","67%,(16/24)",25,9,10,6,4,5,,,,,,,,,,,,,,,,,,,,,,
30.11.2024,03:45,Cagliari,Verona,1:0,https://www.flashscore.co.uk/match/football/tQAc65y8/#/match-summary,1.75,0.74,64%,36%,19,11,6,2,4,0,7,1,"83%,(410/496)","69%,(195/283)",1,2,8,6,5,3,13,6,6,5,1,1,39,17,2,3,12,10,"73%,(88/121)","63%,(54/86)","39%,(9/23)","21%,(3/14)",31,19,10,12,"56%,(10/18)","73%,(19/26)",13,42,3,4,2,5,,,,,,,,,,,,,,,,,,,,,,
16.03.2025,22:00,Bologna,Lazio,5:0,https://www.flashscore.co.uk/match/football/G6iY7MMt/#/match-summary,2.18,0.47,52%,48%,13,7,7,2,4,1,7,1,"86%,(401/467)","84%,(374/444)",2,3,3,2,3,3,10,4,3,3,0,1,25,9,0,2,16,18,"70%,(73/105)","68%,(41/60)","19%,(3/16)","0%,(0/6)",12,13,18,16,"56%,(10/18)","44%,(4/9)",16,21,6,4,2,2,,,,,,,,,,,,,,,,,,,,,1,0
12.05.2025,02:45,Napoli,Genoa,2:2,https://www.flashscore.co.uk/match/football/nLSMem8c/#/match-summary,1.75,0.68,59%,41%,22,8,11,2,3,1,8,0,"84%,(434/514)","77%,(270/351)",1,2,5,4,6,2,18,6,4,2,0,2,31,9,1,1,14,12,"61%,(54/89)","60%,(35/58)","44%,(8/18)","21%,(3/14)",26,17,12,14,"20%,(2/10)","86%,(6/7)",21,26,8,9,0,9,2.27,1.35,1,0,"44%,(24/55)","45%,(20/44)",1.22,0.49,56,38,1,0,0,0,1.35,2.27,0.35,0.27,,,0,1
05.05.2025,02:45,Bologna,Juventus,1:1,https://www.flashscore.co.uk/match/football/lYYCCxlD/#/match-summary,0.45,0.71,65%,35%,9,6,2,3,0,1,10,3,"86%,(357/417)","73%,(171/235)",1,3,2,2,5,1,5,4,4,2,0,0,22,13,4,3,19,6,"73%,(83/113)","56%,(29/52)","15%,(5/33)","13%,(1/8)",16,19,6,19,"62%,(8/13)","63%,(10/16)",5,36,7,8,2,1,0.71,0.16,0,0,"53%,(32/60)","34%,(13/38)",1.07,0.42,45,34,0,1,0,0,0.16,0.71,-0.84,-0.29,,,,
21.04.2025,00:00,Bologna,Inter,1:0,https://www.flashscore.co.uk/match/football/2akYwcQj/#/match-summary,0.81,0.62,48%,52%,12,8,3,1,1,1,5,6,"80%,(272/339)","80%,(299/376)",3,4,7,7,2,0,9,7,3,1,0,0,24,15,1,3,21,12,"70%,(76/108)","61%,(62/102)","18%,(4/22)","46%,(6/13)",18,13,12,21,"44%,(4/9)","53%,(9/17)",17,44,9,7,1,2,0.98,0.17,0,1,"51%,(30/59)","31%,(17/54)",0.75,0.68,50,57,0,0,0,0,0.17,0.98,0.17,-0.02,,,,
06.04.2025,18:30,Lecce,Venezia,1:1,https://www.flashscore.co.uk/match/football/A3a1KBT0/#/match-summary,1.06,0.63,50%,50%,23,13,4,3,1,1,8,3,"71%,(209/296)","69%,(213/310)",2,4,14,6,5,4,9,6,14,7,1,0,37,22,4,4,14,10,"64%,(77/121)","57%,(50/87)","34%,(10/29)","30%,(3/10)",28,20,10,14,"55%,(12/22)","62%,(8/13)",20,32,9,3,2,3,0.83,0.25,0,0,"49%,(32/65)","29%,(19/66)",1.19,0.39,86,41,1,0,0,0,0.25,0.83,0.25,-0.17,,,1,0
29.12.2024,19:30,Udinese,Torino,2:2,https://www.flashscore.co.uk/match/football/Ek9pTs1B/#/match-summary,0.67,0.59,43%,57%,10,12,3,6,2,0,4,3,"80%,(279/348)","86%,(388/453)",1,0,5,5,2,1,7,8,3,4,1,0,11,19,2,0,12,17,"62%,(53/86)","75%,(85/113)","25%,(4/16)","12%,(2/17)",15,22,17,12,"83%,(10/12)","80%,(4/5)",19,19,8,7,4,1,,,,,,,,,,,,,,,,,,,,,1,0
13.01.2025,03:45,Napoli,Verona,2:0,https://www.flashscore.co.uk/match/football/lnMmoyvf/#/match-summary,0.87,0.23,69%,31%,14,6,3,2,2,0,8,1,"91%,(639/703)","80%,(256/320)",,,9,2,2,2,5,3,9,3,1,0,37,7,0,1,5,6,"81%,(155/191)","71%,(64/90)","19%,(5/27)","14%,(1/7)",18,12,6,5,"43%,(6/14)","68%,(13/19)",8,32,8,14,2,2,,,,,,,,,,,,,,,,,,,,,,
01.12.2024,22:00,Torino,Napoli,0:1,https://www.flashscore.co.uk/match/football/fg2lLY1s/#/match-summary,0.26,1.44,47%,53%,5,16,1,6,1,2,4,7,"83%,(371/448)","87%,(423/486)",4,1,2,6,2,4,3,13,2,3,0,0,9,29,1,4,9,15,"62%,(78/126)","76%,(71/93)","15%,(3/20)","44%,(7/16)",16,17,15,9,"53%,(8/15)","56%,(5/9)",15,24,13,8,5,1,,,,,,,,,,,,,,,,,,,,,,
15.09.2024,18:30,Genoa,AS Roma,1:1,https://www.flashscore.co.uk/match/football/zTBIR3ZF/#/match-summary,1.10,2.32,49%,51%,20,16,8,6,,,4,5,"85%,(324/381)","83%,(349/420)",1,3,6,8,6,2,,,,,,,,,1,1,14,10,,,,,14,27,9,12,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,
17.02.2025,01:00,Parma,AS Roma,0:1,https://www.flashscore.co.uk/match/football/CxPRuAxe/#/match-summary,0.26,0.99,28%,72%,5,16,1,4,0,2,1,10,"73%,(202/276)","92%,(653/709)",2,3,4,5,0,7,3,9,2,7,0,1,12,22,1,3,5,11,"55%,(41/74)","86%,(178/207)","14%,(1/7)","15%,(3/20)",18,16,11,5,"50%,(6/12)","62%,(8/13)",20,28,11,6,3,1,,,,,,,,,,,,,,,,,,,1,0,,
13.04.2025,21:00,Verona,Genoa,0:0,https://www.flashscore.co.uk/match/football/zRAAolSa/#/match-summary,1.25,0.14,46%,54%,14,4,2,1,2,0,6,2,"75%,(264/354)","78%,(340/436)",3,1,5,1,7,2,8,0,6,4,0,0,17,7,1,0,11,19,"60%,(71/118)","53%,(40/75)","17%,(4/23)","0%,(0/7)",29,17,19,11,"56%,(9/16)","64%,(7/11)",23,33,8,5,1,2,0.55,0.04,0,0,"32%,(18/56)","36%,(21/59)",0.71,0.16,50,61,0,1,0,0,0.04,0.55,0.04,0.55,,,,
10.03.2025,01:00,Empoli,AS Roma,0:1,https://www.flashscore.co.uk/match/football/jqUhcW8L/#/match-summary,0.12,1.99,36%,64%,3,16,1,7,0,6,1,9,"79%,(284/360)","88%,(568/642)",,,1,6,1,3,1,10,2,6,0,2,4,28,1,1,10,12,"61%,(46/75)","75%,(112/149)","18%,(2/11)","33%,(6/18)",17,25,12,10,"62%,(13/21)","60%,(6/10)",30,19,8,8,6,1,,,,,,,,,,,,,,,,,,,,,,
31.08.2024,00:30,Venezia,Torino,0:1,https://www.flashscore.co.uk/match/football/EaryFQkA/#/match-summary,0.94,0.88,42%,58%,13,12,4,6,,,3,3,"73%,(291/401)","77%,(433/566)",2,4,6,4,3,2,,,,,,,,,3,3,19,10,,,,,16,20,7,15,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,
27.10.2024,22:00,Monza,Venezia,2:2,https://www.flashscore.co.uk/match/football/xY3xTu1n/#/match-summary,1.20,0.58,46%,54%,13,6,2,2,,,4,3,"79%,(273/347)","81%,(338/416)",4,2,8,2,3,2,,,,,,,,,0,1,16,17,,,,,16,24,17,16,,,,,11,4,0,0,,,,,,,,,,,,,,,,,,,1,0,,
24.12.2024,01:30,Fiorentina,Udinese,1:2,https://www.flashscore.co.uk/match/football/bLXImFs2/#/match-summary,1.93,0.78,50%,50%,14,11,3,4,1,1,10,2,"82%,(306/374)","80%,(313/393)",2,5,7,6,4,1,11,6,3,5,1,1,19,21,5,1,14,10,"70%,(79/113)","66%,(63/95)","7%,(2/30)","30%,(3/10)",19,23,10,14,"70%,(7/10)","56%,(9/16)",24,35,9,3,2,2,,,,,,,,,,,,,,,,,,,,,,
29.04.2025,02:45,Lazio,Parma,2:2,https://www.flashscore.co.uk/match/football/fBcHN2dE/#/match-summary,1.45,0.87,70%,30%,14,7,7,5,4,2,5,1,"89%,(546/614)","75%,(205/275)",1,3,4,1,3,1,9,6,5,1,0,0,36,13,7,1,11,12,"78%,(143/184)","45%,(32/71)","22%,(7/32)","50%,(3/6)",24,6,12,11,"60%,(6/10)","54%,(7/13)",14,33,3,10,3,5,2.94,1.60,2,0,"63%,(29/46)","44%,(31/71)",1.56,0.55,33,43,1,1,0,0,1.60,2.94,-0.40,0.94,,,1,0
09.02.2025,01:00,Empoli,AC Milan,0:2,https://www.flashscore.co.uk/match/football/IDncxGE5/#/match-summary,0.58,1.32,38%,62%,8,16,0,5,0,3,2,6,"73%,(208/284)","86%,(411/478)",2,4,4,7,4,4,7,11,1,5,1,0,17,34,5,2,10,17,"50%,(41/82)","76%,(105/138)","33%,(4/12)","11%,(1/9)",20,20,17,10,"57%,(12/21)","72%,(13/18)",19,25,13,7,3,0,,,,,,,,,,,,,,,,,,,1,1,0,1
26.11.2024,01:30,Empoli,Udinese,1:1,https://www.flashscore.co.uk/match/football/pMsXgyno/#/match-summary,0.13,0.88,30%,70%,4,16,2,3,0,1,1,8,"70%,(196/282)","86%,(549/640)",3,2,1,7,1,6,0,13,4,3,0,0,2,36,1,0,13,8,"48%,(27/56)","72%,(116/161)","0%,(0/8)","18%,(7/38)",13,23,8,13,"75%,(15/20)","75%,(9/12)",48,5,9,5,2,1,,,,,,,,,,,,,,,,,,,,,0,1
09.02.2025,19:30,Venezia,AS Roma,0:1,https://www.flashscore.co.uk/match/football/OKzKsBjo/#/match-summary,0.72,1.88,63%,37%,12,13,3,5,1,2,4,6,"84%,(460/550)","71%,(224/314)",2,3,2,2,7,6,7,12,5,1,0,0,20,30,1,0,21,13,"77%,(92/119)","63%,(75/119)","25%,(5/20)","29%,(4/14)",22,28,13,21,"73%,(8/11)","43%,(12/28)",25,19,10,9,4,3,,,,,,,,,,,,,,,,,,,,,,
19.08.2024,02:45,Cagliari,AS Roma,0:0,https://www.flashscore.co.uk/match/football/YH892O2B/#/match-summary,0.76,1.25,43%,57%,12,13,2,3,,,5,3,"77%,(258/335)","82%,(363/443)",2,0,8,8,2,2,,,,,,,,,3,2,10,19,,,,,29,28,15,7,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,
26.01.2025,03:45,Empoli,Bologna,1:1,https://www.flashscore.co.uk/match/football/W4fmNUjB/#/match-summary,0.69,0.75,36%,64%,5,9,1,8,1,2,2,4,"65%,(158/242)","78%,(338/434)",3,0,2,0,2,1,4,8,1,1,0,0,19,20,2,0,13,25,"56%,(38/68)","63%,(82/130)","25%,(3/12)","39%,(7/18)",27,26,25,13,"56%,(10/18)","35%,(6/17)",46,22,6,4,7,0,,,,,,,,,,,,,,,,,,,,,,
11.11.2024,01:00,Monza,Lazio,0:1,https://www.flashscore.co.uk/match/football/voUq51fn/#/match-summary,0.95,1.46,51%,49%,12,14,2,6,,,6,6,"89%,(426/476)","87%,(402/461)",5,1,7,7,3,1,,,,,,,,,1,0,10,13,,,,,17,16,13,10,,,,,5,8,5,2,,,,,,,,,,,,,,,,,,,,,,
20.10.2024,02:45,Juventus,Lazio,1:0,https://www.flashscore.co.uk/match/football/2g2mKBIE/#/match-summary,1.51,0.07,69%,31%,16,2,3,1,,,7,1,"90%,(545/604)","78%,(209/268)",4,2,10,0,3,1,,,,,,,,,2,0,9,16,,,,,15,11,16,9,,,,,4,7,1,2,,,,,,,,,,,,,,,,,,,0,1,,
01.11.2024,03:45,Como,Lazio,1:5,https://www.flashscore.co.uk/match/football/p2kdKwac/#/match-summary,0.99,3.27,51%,49%,14,14,2,7,,,3,5,"80%,(353/440)","79%,(340/428)",2,5,7,4,5,3,,,,,,,,,1,2,18,14,,,,,19,14,14,18,,,,,6,8,2,1,,,,,,,,,,,,,,,,,,,1,1,,
06.04.2025,02:45,AC Milan,Fiorentina,2:2,https://www.flashscore.co.uk/match/football/rHc9IkbD/#/match-summary,2.67,1.96,52%,48%,19,15,6,8,3,6,7,4,"87%,(353/407)","88%,(327/371)",4,3,5,5,8,2,15,10,4,5,0,0,30,30,2,4,12,12,"70%,(74/105)","71%,(61/86)","27%,(3/11)","55%,(6/11)",9,8,12,12,"43%,(6/14)","41%,(7/17)",15,23,7,7,6,4,2.07,2.89,3,1,"48%,(15/31)","64%,(30/47)",1.35,1.29,38,39,2,1,1,0,2.89,2.07,1.89,0.07,,,,
25.11.2024,01:00,Napoli,AS Roma,1:0,https://www.flashscore.co.uk/match/football/KvdF6EVj/#/match-summary,1.98,0.58,63%,37%,14,6,2,1,2,1,8,2,"90%,(562/624)","79%,(291/367)",0,3,9,4,3,1,8,4,6,2,0,1,22,15,1,2,9,8,"82%,(103/125)","64%,(73/114)","20%,(5/25)","22%,(2/9)",18,15,8,9,"67%,(6/9)","57%,(12/21)",19,24,9,8,1,1,,,,,,,,,,,,,,,,,,,,,,
13.04.2025,21:00,Fiorentina,Parma,0:0,https://www.flashscore.co.uk/match/football/S072mAcm/#/match-summary,0.80,0.55,57%,43%,9,7,3,3,1,1,2,2,"87%,(450/517)","79%,(305/388)",0,5,4,2,2,2,4,5,5,2,0,0,12,15,2,1,19,10,"69%,(62/90)","47%,(44/93)","13%,(3/23)","14%,(2/14)",7,23,10,19,"63%,(5/8)","29%,(2/7)",24,23,10,8,3,3,0.25,0.71,1,0,"51%,(23/45)","38%,(22/58)",0.61,0.52,46,29,0,0,0,0,0.71,0.25,0.71,0.25,,,,
15.12.2024,22:00,Parma,Verona,2:3,https://www.flashscore.co.uk/match/football/bckWdJKF/#/match-summary,1.96,2.40,55%,45%,19,17,8,6,3,8,5,2,"81%,(377/465)","76%,(292/386)",1,3,6,9,5,2,11,13,8,4,0,0,25,21,1,1,16,5,"69%,(116/167)","64%,(74/115)","17%,(3/18)","27%,(3/11)",29,14,5,16,"43%,(6/14)","58%,(11/19)",11,22,6,9,3,6,,,,,,,,,,,,,,,,,,,,,0,1
27.01.2025,03:45,Lazio,Fiorentina,1:2,https://www.flashscore.co.uk/match/football/bJAT205d/#/match-summary,1.43,0.59,70%,30%,22,7,3,3,1,2,14,2,"89%,(509/575)","77%,(192/249)",1,4,11,3,8,1,12,5,10,2,1,1,47,11,0,2,12,9,"76%,(135/177)","52%,(23/44)","20%,(7/35)","20%,(2/10)",28,11,9,12,"50%,(9/18)","67%,(12/18)",10,46,4,6,1,2,,,,,,,,,,,,,,,,,,,0,1,1,1
19.01.2025,22:00,Cagliari,Lecce,4:1,https://www.flashscore.co.uk/match/football/WUwvdhhC/#/match-summary,2.74,0.50,49%,51%,19,7,7,2,5,0,6,1,"81%,(333/412)","80%,(345/429)",3,1,7,4,5,1,16,5,3,2,0,0,33,14,2,2,10,11,"70%,(72/103)","61%,(49/80)","52%,(11/21)","27%,(3/11)",19,18,11,10,"67%,(10/15)","80%,(8/10)",12,21,7,5,1,3,,,,,,,,,,,,,,,,,,,0,1,1,0
22.12.2024,01:00,Genoa,Napoli,1:2,https://www.flashscore.co.uk/match/football/vHA5BIZ8/#/match-summary,0.95,1.37,39%,61%,11,12,3,2,0,2,5,6,"81%,(298/368)","88%,(524/594)",2,1,6,7,2,3,9,9,2,3,1,1,18,25,0,2,8,8,"64%,(54/84)","78%,(97/125)","35%,(7/20)","24%,(4/17)",11,25,8,8,"71%,(15/21)","62%,(8/13)",15,21,15,7,0,2,,,,,,,,,,,,,,,,,,,,,0,2
11.05.2025,02:45,Empoli,Parma,2:1,https://www.flashscore.co.uk/match/football/MJhlslg4/#/match-summary,0.53,0.34,46%,54%,15,3,4,1,1,1,4,0,"67%,(212/315)","70%,(265/378)",2,2,4,2,7,0,6,2,9,1,0,0,13,11,3,0,16,21,"49%,(50/103)","43%,(43/100)","31%,(4/13)","22%,(2/9)",22,25,21,16,"67%,(10/15)","59%,(10/17)",35,22,6,3,0,2,1.13,0.09,0,0,"31%,(23/75)","38%,(28/74)",0.25,0.27,63,73,0,0,0,0,0.09,1.13,-0.91,-0.87,0,1,0,1
30.09.2024,00:00,Empoli,Fiorentina,0:0,https://www.flashscore.co.uk/match/football/0YqKhheT/#/match-summary,0.55,0.91,37%,63%,8,13,1,0,,,2,4,"68%,(234/343)","78%,(456/584)",0,1,4,6,3,7,,,,,,,,,1,1,14,17,,,,,22,25,15,12,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,
14.12.2024,03:45,Empoli,Torino,0:1,https://www.flashscore.co.uk/match/football/vsfdptyA/#/match-summary,0.27,0.98,59%,41%,10,14,4,4,1,2,12,3,"77%,(350/454)","75%,(242/321)",2,3,3,8,3,2,6,9,4,5,0,0,26,15,1,2,15,7,"63%,(71/113)","60%,(48/80)","0%,(0/29)","38%,(5/13)",31,17,7,15,"35%,(7/20)","38%,(5/13)",18,33,8,17,3,4,,,,,,,,,,,,,,,,,,,,,,
15.04.2025,02:45,Napoli,Empoli,3:0,https://www.flashscore.co.uk/match/football/tntq0msg/#/match-summary,1.97,1.16,63%,37%,17,12,6,1,3,2,5,5,"89%,(480/542)","79%,(241/307)",1,1,7,7,4,4,11,9,6,3,1,0,25,20,1,0,15,8,"80%,(71/89)","63%,(64/101)","39%,(7/18)","35%,(7/20)",15,18,8,15,"75%,(9/12)","40%,(4/10)",26,13,5,13,1,3,1.34,0.03,0,0,"67%,(44/66)","44%,(26/59)",1.64,0.99,47,37,0,0,0,0,0.03,1.34,0.03,-1.66,,,1,0
16.02.2025,19:30,Fiorentina,Como,0:2,https://www.flashscore.co.uk/match/football/K6KM1WsH/#/match-summary,0.25,0.78,50%,50%,5,8,3,4,1,1,2,1,"82%,(360/440)","82%,(363/442)",3,2,1,2,1,2,2,6,3,2,0,0,11,21,1,3,24,14,"67%,(61/91)","60%,(43/72)","9%,(1/11)","67%,(2/3)",27,17,14,24,"65%,(11/17)","62%,(13/21)",16,21,5,16,2,3,,,,,,,,,,,,,,,,,,,,,,
06.01.2025,03:45,AS Roma,Lazio,2:0,https://www.flashscore.co.uk/match/football/zsijtkdc/#/match-summary,1.09,0.91,33%,67%,7,17,5,6,2,2,3,10,"82%,(222/272)","93%,(505/541)",4,5,1,4,1,7,6,11,1,6,0,1,10,26,0,2,18,12,"52%,(17/33)","86%,(153/178)","11%,(1/9)","21%,(8/38)",7,14,12,18,"64%,(7/11)","50%,(3/6)",33,6,9,5,6,3,,,,,,,,,,,,,,,,,,,0,1,,
